product,brand,salary_age,category,salary_type,pet_type,기능,weight,price,product_name,crud_protein,crud_fat,crud_fiber,crud_ash,ca,p,water
8307,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,500g,12000,펫푸드궁 트레이닝타임 참치,14,2,3,6,0.03,0.1,35
8308,536,생후 3개월 이후,동결건조,"반려견, 반려묘 공용",3,,50g,8000,펫푸드궁 오리 트릿,80,10,,10,,,10
8309,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,500g,12000,펫푸드 트레이닝타임 혼합,14,2,3,6,0.03,0.1,35
8310,536,3개월 이상,파우더,반려견,1,,200g,8000,펫푸드궁 산양분유 소고기맛,10,20,,10,,,12
8311,536,3개월 이상,파우더,반려묘,2,,200g,8000,펫푸드궁 산양분유 가쓰오부시맛,10,20,,10,,,12
8312,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 바나나,85,10,,12,,,12
8313,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 블루베리,85,10,,12,,,12
8314,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 치즈,85,10,,12,,,12
8315,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 가쓰오부시,85,10,,12,,,12
8316,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 마따따비,85,10,,12,,,12
8317,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,90g,14000,펫푸드궁 닭안심 딸기,85,10,,12,,,12
8318,536,생후 3개월 이후,동결건조,"반려견, 반려묘 공용",3,,70g,16000,펫푸드궁 유산균 동결건조 황태,15,0.1,4,8,0.03,0.05,14
8319,536,생후 3개월 이후,동결건조,"반려견, 반려묘 공용",3,,70g,16000,펫푸드궁 유산균 동결건조 연어,15,0.5,7,8,0.01,0.03,14
8320,536,생후 3개월 이후,동결건조,"반려견, 반려묘 공용",3,,70g,16000,펫푸드궁 유산균 동결건조 닭가슴살,15,0.3,4,7,0.01,0.02,14
8321,536,생후 3개월 이후,동결건조,"반려견, 반려묘 공용",3,,70g,16000,펫푸드궁 유산균 동결건조 참치,15,0.1,5,7,0.01,0.02,14
8322,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,100g,6000,펫푸드궁 리얼 닭가슴 슬라이스,68,3,,3,,,21
8323,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,100g,6000,펫푸드궁 리얼 닭가슴 스틱,68,3,,3,,,21
8324,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,100g,6000,펫푸드궁 리얼 닭가슴 소프트,68,3,,3,,,21
8325,536,생후 3개월 이후,육포/져키/소시지,"반려견, 반려묘 공용",3,,100g,6000,펫푸드궁 리얼 닭안심 텐더,68,3,,3,,,21
8326,536,3개월 이상,동결건조,"반려견, 반려묘 공용",3,,30g,6000,펫푸드궁 동결건조 열빙어,60,20,,15,,,14
8327,536,3개월 이상,건식사료,반려묘,2,,10g*6개,14000,펫푸드궁 동결건조 자연식 연어 CAT,35,0.1,3,6,0.2,0.2,10
8328,536,3개월 이상,건식사료,반려묘,2,,10g*6개,14000,펫푸드궁 동결건조 자연식 닭가슴살 CAT,40,0.5,3,6,0.1,0.2,10
8329,536,3개월 이상,건식사료,반려견,1,,20g*4개,16000,펫푸드궁 동결건조 자연식 연어 DOG,35,0.1,3,6,0.2,0.2,10
8330,536,3개월 이상,건식사료,반려견,1,,20g*4개,16000,펫푸드궁 동결건조 자연식 닭가슴살 DOG,40,0.5,3,6,0.1,0.2,10
8331,551,전연령(3개월 이상),건식사료,반려묘,2,,2.26kg,33000,보레알 캣 오리지널 그레인프리 치킨,33,18,3,8.4,1.4,1,10
8332,551,전연령(3개월 이상),건식사료,반려묘,2,,2.26kg,36500,보레알 캣 오리지널 그레인프리 피쉬,36,16,3,8,1.6,1.1,10
8333,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 치킨&치킨간,7.2,6.3,0.15,1.5,0.2,0.18,85
8334,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 치킨&칠면조,8.6,7.2,0.15,1.5,0.2,0.18,85
8335,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 칠면조&송어,8,7.5,1,1,0.44,0.41,78
8336,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 치킨&오리,7.2,6.3,0.15,1.5,0.2,0.18,85
8337,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 치킨&연어,7.2,6.75,0.25,1.5,0.2,0.18,85
8338,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 치킨&연어&오리,7.2,6.75,0.25,1.5,0.2,0.18,85
8339,551,전연령(3개월 이상),습식사료,반려묘,2,,80g,2800,보레알 캣 주식캔 돼지고기&송어,8,7.5,1,1,0.38,0.29,78
8340,551,전연령(3개월 이상),건식사료,반려묘,2,,2.26kg,38000,보레알 캣 오리지널 그레인프리 칠면조와 송어,36,16,6,9,1.8,1.1,10
8341,551,노묘용(7세 이상),건식사료,반려묘,2,,2.26kg,39800,보레알 캣 펑셔널 그레인프리 시니어 치킨,30,15,7,7,1,0.8,10
8342,551,성묘용(1세 이상),건식사료,반려묘,2,,2.26kg,39800,보레알 캣 펑셔널 그레인프리 인도어 치킨,32,12,7,7,1,0.9,10
8343,551,전연령(3개월 이상),건식사료,반려묘,2,,2.26kg,28000,보레알 캣 프로퍼 치킨,32,15,3.5,7.5,1.3,1,10
8344,551,전연령용,건식사료,반려견,1,,2.26kg,25000,보레알 바이탈 치킨 그레인 프리,28,15,5.5,7,1.5,1.04,10
8345,551,전연령용,건식사료,반려견,1,,2.26kg,31000,보레알 바이탈 흰살생선 그레인 프리,27,15,5.5,7,1.5,1,10
8346,551,전연령용,건식사료,반려견,1,,4kg,37000,보레알 오리지널 연어 그레인 프리,29,15,3.5,,1.3,1.1,10
8347,551,전연령용,건식사료,반려견,1,,4kg,36000,보레알 오리지널 칠면조 그레인 프리,29,17,3.5,,1.2,0.8,10
8348,551,전연령용,건식사료,반려견,1,,2.26kg,27000,보레알 오리지널 오리 그레인 프리,29,18,3,,0.9,0.8,10
8349,557,6개월 이상,덴탈껌,소형견용,1,,213g,10000,나츄라노리쉬 덴탈츄 노티드본 닭고기맛,14,15,3,7,,,14
8350,557,6개월 이상,덴탈껌,소형견용,1,,213g,10000,나츄라노리쉬 덴탈츄 노티드본 민트맛 MINI,14,15,3,7,,,14
8351,557,3개월 이상,덴탈껌,소/중형견용,1,,170g,8000,나츄라노리쉬 덴탈츄 트위스트 스틱 치킨맛,14,15,3,7,,,14
8352,557,3개월 이상,덴탈껌,소/중형견용,1,,170g,8000,나츄라노리쉬 덴탈츄 트위스트 스틱 민트맛,14,15,3,7,,,14
8353,557,3개월 이상,덴탈껌,소/중형견용,1,,170g,10000,나츄라노리쉬 덴탈츄 투스브러쉬 치킨맛,14,15,3,7,,,14
8354,557,3개월 이상,덴탈껌,소/중형견용,1,,170g,10000,나츄라노리쉬 덴탈츄 투스브러쉬 민트맛,14,15,3,7,,,14
8355,557,3개월 이상,덴탈껌,중/대형견용,1,,356g,15000,나츄라노리쉬 덴탈츄 악어친구 민트맛,14,15,3,7,,,14
8356,557,3개월 이상,덴탈껌,중/대형견용,1,,339g,15000,나츄라노리쉬 덴탈츄 트리케친구 민트맛,14,15,3,7,,,14
8357,557,3개월 이상,덴탈껌,소/중형견용,1,,371g,15000,나츄라노리쉬 덴탈츄 돼지친구 치킨맛,14,15,3,7,,,14
8358,557,3개월 이상,덴탈껌,소형견용,1,,213g,10000,나츄라노리쉬 덴탈츄 노티드본 소고기맛 MINI,14,15,3,7,,,14
8359,557,3개월 이상,덴탈껌,소형견용,1,,360g,15000,나츄라노리쉬 덴탈츄 고슴도치친구 비프맛,14,15,3,7,,,14
8360,557,3개월 이상,덴탈껌,소형견용,1,,342g,15000,나츄라노리쉬 덴탈츄 티렉스공룡 소고기맛,14,15,3,7,,,14
8361,557,6개월 이상,덴탈껌,중/대형견용,1,,213g,10000,나츄라노리쉬 덴탈츄 노티드본 민트맛 MEDIUM,14,15,3,7,,,14
8362,557,3개월 이상,덴탈껌,중/대형견용,1,,213g,10000,나츄라노리쉬 덴탈츄 노티드본 소고기맛 MEDIUM,14,15,3,7,,,14
8363,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,100g,9500,나츄라노리쉬 노스웰 져키컷 리얼 소고기,50,4,0.5,8,,,17
8364,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,100g,9500,나츄라노리쉬 노스웰 져키컷 리얼 캥거루,47.5,6,0.5,13,,,17
8365,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,100g,9500,나츄라노리쉬 노스웰 져키컷 리얼 양고기,46,6,0.5,10,,,17
8366,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,100g,9500,나츄라노리쉬 노스웰 져키컷 리얼 닭고기,50,13,0.5,6.5,,,17
8367,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,250g,18000,나츄라노리쉬 노스웰 리버트릿 소간,56,10,0.5,10,,,14
8368,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,125g,8000,나츄라노리쉬 노스웰 뉴트리미트 스트랩스 캥거루,28,4.5,2,11.5,,,22
8369,558,생후 6개월령 이후,육포/져키/소시지,반려견,1,,125g,8000,나츄라노리쉬 노스웰 뉴트리미트 스트랩스 소고기,29,5.5,2,8.5,,,22
8370,560,3개월 이상,기타(사료),반려견,1,,113g,12000,펫에그 독슈어 (강아지 유동식),38,18.5,2.9,8,1,0.9,8
8371,560,6개월령 이상,피부/모질,반려견,1,,141g,20000,펫에그 스킨&코트 젤 (강아지),0.15,48,3,9,0.01,0.005,0.5
8372,560,8주령 이상,기타(건강보조),반려견,1,,141g,18000,펫에그 하이칼로리 젤 (강아지),2,30,3.7,2,0.04,0.02,33
8373,560,6개월령 이상,신장/요로,반려견,1,,141g,24000,펫에그 UT 솔루션 젤 (강아지),7.5,35,6,18,0.5,0.5,10
8374,560,4개월령 이상,종합영양제,반려견,1,,141g,18000,펫에그 비타민 미네랄 젤 (강아지),0.15,35,4,2,0.6,0.5,30
8375,560,4개월령 이상,종합영양제,반려묘,2,,100g,13000,펫에그 비타민 미네랄 젤 (고양이),0.15,30,4,2,0.04,0.01,33
8376,560,3개월 이상,장/유산균,"반려견, 반려묘 공용",3,,118ml,18000,펫에그 펫 펙틸린,0.01,0.001,1,15,0.01,0.01,70
8377,560,3개월 이상,장/유산균,"반려견, 반려묘 공용",3,,100g,38000,펫에그 프로자임 플러스,,,,,,,
8378,560,6개월령 이상,신장/요로,반려묘,2,,100g,17000,펫에그 UT 솔루션 젤 (고양이),7.5,35,6,18,0.5,0.5,10
8379,560,6개월령 이상,피부/모질,반려묘,2,,100g,14000,펫에그 스킨&코트 젤 (고양이),0.16,48,3,9,0.01,0.01,0.5
8380,560,3개월 이상,기타(사료),반려묘,2,,113g,12000,펫에그 캣슈어 (고양이 유동식),38,18.5,2.9,8,1,0.9,8
8381,560,6개월령 이상,뼈/관절,반려견,1,,141g,21000,펫에그 힙&조인트 젤 (강아지),4,50,3,9,0.01,0.01,6
8382,560,8주령 이상,기타(건강보조),반려묘,2,,100g,13000,펫에그 하이칼로리 젤 (고양이),2,30,3.7,2,0.04,0.02,33
8383,560,6개월령 이상,기타(건강보조),반려묘,2,,100g,13000,펫에그 헤어볼 솔루션 젤 (고양이),0.1,58,14,0.1,0.01,0.1,20
8384,560,6개월령 이상,기타(건강보조),반려묘,2,,100g,13000,펫에그 헤어볼 내츄럴 솔류션 젤 (고양이),0.1,58,14,0.1,0.1,0.1,20
8385,560,3개월 이상,장/유산균,"반려견, 반려묘 공용",3,,454g,38000,펫에그 비니백 플러스,,,,,,,
8386,560,3개월 이상,피부/모질,반려견,1,,454g,20000,펫에그 미라코트,34,11,4,8.5,0.01,0.01,7
8387,560,3개월 이상,기타(사료),반려묘,2,,236ml,12000,펫에그 KMR 리퀴드,7.5,3.5,0.1,1.8,0.2,0.2,85
8388,560,3개월 이상,기타(사료),반려견,1,,170g,24000,펫에그 에스빌락 파우더,33,35,0.5,7,1,0.8,5
8389,560,3개월 이상,기타(사료),반려견,1,,236ml,11000,펫에그 에스빌락 리퀴드,4.5,6,0.05,0.95,0.18,0.75,85
8390,560,3개월 이상,기타(사료),반려묘,2,,340g,49000,펫에그 KMR 파우더,40,20,0.5,8,1.11,0.95,5
8391,566,3개월 이상,건식사료,반려견,1,,300g,5500,세븐아워 조인트케어,28,10,2,13,2.5,1.4,8
8392,566,생후 3개월령 이후,건식사료,반려견,1,,300g,5500,세븐아워 스킨케어,27,10,2,10,1.9,1,9
8393,567,3개월 이상,기타(간식),반려견,1,,100g,4000,치킨플러스 댕댕이 치킨,24.2,6.7,0.1,2.5,,,29.6
8394,568,3개월 이상,기타(간식),반려견,1,,15g*3개,20000,펫테라피 플레이트 야채품은 하루황태,56.7,2,0.4,4.9,,,16
8395,568,3개월 이상,자연식사료,반려견,1,,100g*2개,34400,펫테라피 플레이트 닥터칼로리밸런스 양고기,9.8,4.7,1.15,1.87,,,69.7
8396,568,3개월 이상,자연식사료,반려견,1,,100g*2개,21600,펫테라피 플레이트 닥터칼로리밸런스 닭고기,9.8,4.7,1.15,1.87,,,69.7
8397,568,3개월 이상,자연식사료,반려견,1,,100g*2개,26000,펫테라피 플레이트 닥터칼로리밸런스 오리고기,9.8,4.7,1.15,1.87,,,69.7
8398,568,3개월 이상,자연식사료,반려견,1,,100g*2개,37200,펫테라피 플레이트 닥터칼로리밸런스 소고기,9.8,4.7,1.15,1.87,,,69.7
8399,568,3개월 이상,자연식사료,반려견,1,,100g*2개,24000,펫테라피 플레이트 닥터칼로리밸런스 돼지고기,9.8,4.7,1.15,1.87,,,69.7
8400,568,3개월 이상,자연식사료,반려견,1,,100g*2개,31200,펫테라피 플레이트 닥터칼로리밸런스 참치,9.8,4.7,1.15,1.87,,,69.7
8401,568,3개월 이상,자연식사료,반려견,1,,100g*2개,35600,펫테라피 플레이트 닥터칼로리밸런스 곤충,9.8,4.7,1.15,1.87,,,69.7
8402,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,17500,펫테라피 플레이트 피부에 좋은 소스지,,,,,,,
8403,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,7400,펫테라피 플레이트 관절에 좋은 우족,,,,,,,
8404,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,6200,펫테라피 플레이트 비만예방에 좋은 오리근위,,,,,,,
8405,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,6000,펫테라피 플레이트 폐건강에 좋은 소허파,,,,,,,
8406,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,8000,펫테라피 플레이트 뼈에 좋은 송아지목뼈,,,,,,,
8407,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,13600,펫테라피 플레이트 치석제거에 좋은 양족,,,,,,,
8408,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,9900,펫테라피 플레이트 피부에 좋은 캥거루장각살,,,,,,,
8409,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,11000,펫테라피 플레이트 피부에 좋은 돼지꼬리육,,,,,,,
8410,568,3개월 이상,육포/져키/소시지,반려견,1,,50g,10200,펫테라피 플레이트 관절에 좋은 오리오돌뼈,,,,,,,
8411,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,12700,펫테라피 플레이트 다이어트에 좋은 캥거루꼬리,,,,,,,
8412,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,15800,펫테라피 플레이트 원기회복에 좋은 소떡심,,,,,,,
8413,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,6000,펫테라피 플레이트 영양보충에 좋은 오리발,,,,,,,
8414,568,3개월 이상,육포/져키/소시지,반려견,1,,100g,9100,펫테라피 플레이트 빈혈에 좋은 소간,,,,,,,
8415,568,3개월 이상,육포/져키/소시지,반려견,1,,50g,7300,펫테라피 플레이트 피모에 좋은 돼지귀,,,,,,,
8416,568,3개월 이상,육포/져키/소시지,반려견,1,,190g,14000,펫테라피 플레이트 비엔나 멍부어스트,79,18,2,3,,,70
8417,568,3개월 이상,육포/져키/소시지,반려견,1,,190g,14000,펫테라피 플레이트 쉑쉑 멍부어스트,79,18,2,3,,,70
8418,568,3개월 이상,기타(사료),반려견,1,,1set,30000,펫테라피 플레이트 멍계탕,,,,,,,
8419,569,3개월 이상,파우치,반려견,1,,5g*12개,20000,멍랩 튼튼허니,,,,,,,
8420,569,생후 3개월 이상,파우치,반려묘,2,,8g*7개,8000,멍랩 냥치 닭가슴살,8.73,0.11,0.2,0.82,0.01,0.07,95.8
8421,569,생후 3개월 이상,덴탈껌,반려견,1,,13g*7개,7500,멍랩 어니스틱,4,2,3.5,5,0.02,0.1,20
8422,570,생후 3개월 이상,파우치,반려묘,2,,10g*5개,5000,치유치유 묘선생의 신묘환,2.1,2.3,0.08,1.13,0.09,0.1,95
8423,570,생후 3개월 이상,파우치,반려묘,2,,10g*5개,5000,치유치유 묘선생의 냥옥고,2.1,2.3,0.08,1.13,0.09,0.1,95
8424,571,3개월 이상,자연식사료,반려견,1,,1kg,50000,테이스트 오브 네이처 소고기 화식,18.72,6.26,0.85,1.49,0.23,0.2,64.01
8425,571,3개월 이상,자연식사료,반려견,1,,1kg,50000,테이스트 오브 네이처 돼지고기 화식,16.41,5.08,0.34,1.62,0.21,0.19,71.64
8426,571,3개월 이상,자연식사료,반려견,1,,1kg,50000,테이스트 오브 네이처 닭고기 화식,16.71,3.85,0.35,1.39,0.21,0.21,72.46
8427,571,3개월 이상,자연식사료,반려견,1,,1kg,50000,테이스트 오브 네이처 연어 화식,14.75,4.88,0.55,1.83,0.32,0.22,70.51
8428,571,3개월 이상,자연식사료,반려견,1,,1kg,50000,테이스트 오브 네이처 오리고기 화식,16.34,6.87,0.85,1.81,0.34,0.23,64.78
8429,571,3개월 이상,자연식사료,반려견,1,,100g,12900,테이스트 오브 네이처 흑염소 화식,14.5,7.5,1,1.4,0.2,0.17,68.5
8430,572,전연령용,건식사료,반려묘,2,,1kg,19000,포가토 그레인프리 비프&살몬,30,14,4,14,0.8,0.8,10
8431,572,전연령용,건식사료,반려묘,2,,1kg,19000,포가토 그레인프리 치킨&살몬,31,14,4,14,0.8,0.8,10
8432,572,3개월 이상,육포/져키/소시지,반려묘,2,,50g,4000,포가토 테이스티 치킨슬라이스,46,5,,6,,,28
8433,572,3개월 이상,육포/져키/소시지,반려묘,2,,50g,4000,포가토 테이스티 참치슬라이스,30,7,,8,,,32
8434,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,5000,포가토 밸런스 연어,30,1.1,2.1,7.7,0.01,0.05,28
8435,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,5000,포가토 밸런스 참치,30,1.1,2.1,7.7,0.01,0.05,28
8436,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,5000,포가토 밸런스 명태,30,1.1,2.1,7.7,0.01,0.05,28
8437,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,2500,포가토 페로로 게맛살 져키,20,3.1,3.5,8.2,0.17,0.1,30
8438,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,2500,포가토 페로로 참치 져키,20,3.1,3.5,8.2,0.17,0.1,30
8439,572,생후 3개월 이상,육포/져키/소시지,반려묘,2,,40g,2500,포가토 페로로 비프 져키,20,3.1,3.5,8.2,0.17,0.1,30
8440,573,3개월 이상,습식사료,반려견,1,,50g,3000,퍼피퍼피 꼬꼬 치킨 테린,17,1.1,0.3,1.8,,,75
8441,573,3개월 이상,습식사료,반려견,1,,50g,3500,퍼피퍼피 덕덕 오리 테린,18,1.4,0.3,2.1,,,74
8442,573,3개월 이상,습식사료,반려견,1,,50g,3500,퍼피퍼피 꿀꿀 돼지 테린,17,2.1,0.4,1.6,,,74
8443,573,3개월 이상,습식사료,반려견,1,,50g,4000,퍼피퍼피 무무 소고기 테린,17,1.8,0.5,1.3,,,72
8444,573,3개월 이상,기타(간식),반려견,1,,40g,2500,퍼피퍼피 시그니처 치즈 케이크,8,13.4,3,0.9,,,53
8445,573,3개월 이상,육포/져키/소시지,반려견,1,,40g,5000,퍼피퍼피 야미 저키 오리안심,53.23,31,,13.79,,,4.1
8446,573,3개월 이상,육포/져키/소시지,반려견,1,,70g,5500,퍼피퍼피 야미 저키 오리근위,70.53,16.37,,7.9,,,4.16
8447,573,3개월 이상,기타(간식),반려견,1,,50g,3000,퍼피퍼피 두부 연근 스테이크,,,,,,,
8448,573,3개월 이상,기타(간식),반려견,1,,50g,3500,퍼피퍼피 두부 소고기 스테이크,,,,,,,
8449,573,3개월 이상,기타(간식),반려견,1,,80g,4000,퍼피퍼피 토마토 연어 퓨레,,,,,,,
8450,573,3개월 이상,기타(간식),반려견,1,,80g,3500,퍼피퍼피 병아리콩 퓨레,,,,,,,
8451,573,생후 2개월 이상,육포/져키/소시지,반려견,1,,90g,5000,퍼피퍼피 야미 저키 오리목뼈,53.23,31,,13.79,,,4.1
8452,573,생후 2개월 이상,육포/져키/소시지,반려견,1,,60g,5000,퍼피퍼피 야미 저키 닭가슴살,81.25,12.64,,5.57,,,4.96
8453,573,생후 2개월 이상,육포/져키/소시지,반려견,1,,2개,6500,퍼피퍼피 야미 저키 통메추리,64.47,15.21,,13.86,,,3.75
8454,573,3개월 이상,기타(간식),반려견,1,,50g,3500,퍼피퍼피 덕덕 오리볼,,,,,,,
8455,573,3개월 이상,기타(간식),반려견,1,,50g,3000,퍼피퍼피 두부 당근볼,,,,,,,
8456,573,3개월 이상,자연식사료,반려견,1,,60g,3500,퍼피퍼피 코코넛 치킨 밀,,,,,,,
8457,574,3개월 이상,건식사료,반려견,1,,150g*10개,28000,시그널케어 사랑하개,25,10,5,12,2,1,13
8458,322,생후 3개월 이상,눈/귀,"반려견, 반려묘 공용",3,,60g,19000,크래니멀 비전,9,4,43,3,0.01,0.01,8
8459,577,생후 2개월 이상,덴탈껌,"반려견, 반려묘 공용",3,,16g*14개,14000,메디코펫 데일리 덴탈 조인트 바,,,,,,,
8460,578,생후 3개월령 이후,건식사료,반려묘,2,,2.25kg,45000,노스포 올라이프캣 전연령용,40,20,4.5,7,1.8,0.5,10
8461,578,생후 3개월령 이후,건식사료,비만 고양이 및 활동량이 적은 노령묘,2,,2.25kg,45000,노스포 웨이트헬스캣 비만 및 노령묘,40,11,6,7,2.2,1,10
8462,578,생후 3개월령 이후,건식사료,반려묘,2,,2.25kg,45000,노스포 대서양 랍스타캣 전연령묘,41,21,4,8.5,2.2,0.5,10
8463,578,생후 3개월령 이후,건식사료,소형견용,1,,5.44kg,73000,노스포 스몰바이트 소형견용,38,21,4.5,7.5,1.5,0.5,10
8464,578,생후 3개월령 이후,건식사료,중/대형견용,1,,5.44kg,73000,노스포 어덜트사료 중대형견용,38,21,4.5,7.5,1.5,0.5,10
8465,578,생후 3개월령 이후,건식사료,반려견,1,,5.44kg,73000,노스포 퍼피 어린강아지용,38,22,4.5,7.5,1.5,0.5,10
8466,578,생후 3개월령 이후,건식사료,반려견,1,,5.44kg,68000,노스포 랍스터사료,34,18,5,9.9,0.9,0.5,10
8467,579,3개월 이상,장/유산균,"반려견, 반려묘 공용",3,,2g*30개,29400,바른영양 알파유산균,,,,,,,
8468,579,3개월 이상,뼈/관절,"반려견, 반려묘 공용",3,,8g*30개,29500,바른영양 강츄조인트,22,5,5,9,0.5,0.5,20
8469,580,생후 3개월 이상,육포/져키/소시지,"반려견, 반려묘 공용",3,,60g,7900,츄통령 리얼츄 스팀 닭가슴살,22.8,1,,1.5,,,76.7
8470,580,생후 3개월 이상,육포/져키/소시지,반려견,1,,35g,6500,츄통령 멍츄 산양유 우피스틱,74.7,0.48,,0.65,,,19.1
8471,580,생후 3개월 이상,동결건조,"반려견, 반려묘 공용",3,,55g,9500,츄통령 바삭츄 동결건조 닭가슴살,85,4,,6,,,7
8472,580,생후 3개월 이상,동결건조,"반려견, 반려묘 공용",3,,45g,9500,츄통령 바삭츄 동결건조 연어,40,20,,5,,,7
8473,580,생후 3개월 이상,동결건조,"반려견, 반려묘 공용",3,,40g,9500,츄통령 바삭츄 동결건조 북어,80,2,,10,,,2
8474,580,생후 3개월 이상,동결건조,"반려견, 반려묘 공용",3,,65g,17500,츄통령 바삭츄 동결건조 열빙어,50,32,,8,,,4
8475,580,생후 3개월 이상,파우치,반려묘,2,,14g*4개,6500,츄통령 냥츄 산양유스틱 헤어볼케어,7.9,8.1,0.6,1.8,0.09,0.14,85
8476,580,생후 3개월 이상,파우치,반려묘,2,,14g*4개,6500,츄통령 냥츄 산양유스틱 면역력케어,8.5,5.8,1.2,3.3,0.5,0.2,85
8477,580,생후 3개월 이상,파우치,반려묘,2,,14g*4개,6500,츄통령 냥츄 산양유스틱 구강케어,9.2,4.5,0.05,2.3,0.17,0.23,85
8478,580,생후 3개월 이상,파우치,반려묘,2,,14g*4개,6500,츄통령 냥츄 산양유스틱 요로계케어,7.8,8,0.6,1.6,0.09,0.17,85
8479,581,3개월 이상,동결건조,반려묘,2,,61g,3700,정글키친 동결건조 치킨텐더,80,2.7,,8.5,,,2
8480,581,3개월 이상,자연식사료,반려묘,2,,55g*20개,44800,정글키친 램 포켓,14,4.2,0.1,1,0.15,0.15,80
8481,581,3개월 이상,자연식사료,반려묘,2,,75g*20개,38400,정글키친 덕 포켓,14,3.5,0.1,1.2,0.18,0.18,78
8482,581,3개월 이상,자연식사료,반려묘,2,,55g*20개,53900,정글키친 래빗 포켓,14,4,0.1,1.1,0.18,0.16,79
8483,581,3개월 이상,자연식사료,반려묘,2,,75g*20개,36500,정글키친 미디엄 프로틴 치킨,13,5,0.3,1.5,0.2,0.16,75
8484,581,3개월 이상,자연식사료,반려묘,2,,75g*20개,33500,정글키친 본+치킨 포켓,14,2.7,0.1,1.3,0.2,0.2,80
8485,581,3개월 이상,자연식사료,반려묘,2,,75g*20개,31900,정글키친 치킨 포켓,16.5,2.3,0.2,1.2,0.16,0.16,76
8486,582,3개월 이상,덴탈껌,반려견,1,,15g*10개,18300,독터몰 껌이보약,7,5,4,3.5,0.02,0.05,25
8487,587,3개월 이상,자연식사료,반려견,1,,50g*6개,10000,씽크라이크펫 소고기,10.5,3.63,1.72,2.43,0.35,0.31,66.8
8488,587,3개월 이상,자연식사료,반려견,1,,50g*6개,8200,씽크라이크펫 닭고기,12.25,3.13,1.2,2.55,0.33,0.29,67.1
8489,588,생후 3개월 이상,습식사료,반려견,1,,100g*16개,29700,코코르독 세라마이드,19.6,4.2,3,8.9,0.9,0.6,30
8490,588,생후 3개월 이상,습식사료,반려견,1,,100g*16개,29700,코코르독 다이어터리 화이버,19.6,4.2,3,8.9,0.9,0.6,30
8491,584,생후 2개월 이후,육포/져키/소시지,반려묘,2,,22g,2000,카네토라 IK-A 자연맛 순살 가다랑어,19,4,,2,,,70
8492,584,생후 2개월 이후,육포/져키/소시지,반려묘,2,,22g,2000,카네토라 IK-B 순살 가다랑어 액기스,19,4,,2,,,70
8493,584,생후 2개월 이후,육포/져키/소시지,반려묘,2,,22g,2000,카네토라 IK-C 가다랑어 컷,19,4,,2,,,70
8494,584,생후 2개월 이후,육포/져키/소시지,반려묘,2,,22g,2000,카네토라 IK-D 가다랑어 액기스 컷,19,4,,2,,,70
